"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL254328";"ABIRATERONE";"ABIRATERONE|CB 7598|CB-7598|NSC-741232|ZYTIGA";"Small molecule";"4";"349.52";"40";"150";"5.40";"33.12";"2";"1";"1";"1";"N";"0.69";"None";"4.81";"3.97";"3.96";"1";"MOL";"0";"26";"2";"1";"1";"349.2406";"NEUTRAL";"C24H31NO";"C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@@]43C)[C@@H]1CC=C2c1cccnc1";"GZOSMCIZMLWJML-VJLLXTKPSA-N"
"CHEMBL1090173";"SD-0006";"SD-0006|SD-06|SD0006";"Small molecule";"1";"397.87";"10";"22";"2.89";"95.00";"5";"2";"0";"4";"N";"0.71";"9.85";"1.85";"1.59";"1.58";"3";"MOL";"0";"28";"7";"2";"0";"397.1306";"NEUTRAL";"C20H20ClN5O2";"O=C(CO)N1CCC(c2n[nH]c(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1";"CATQHDWESBRRQA-UHFFFAOYSA-N"
"CHEMBL1201154";"PROCHLORPERAZINE EDISYLATE";"Compazine|NSC-757299|PROCHLORPERAZINE EDISILATE|PROCHLORPERAZINE EDISYLATE|PROCHLORPERAZINE EDISYLATE SALT|PROCHLORPERAZINE ETHANEDISULFONATE";"Small molecule";"4";"564.15";"36";"63";"4.58";"9.72";"4";"0";"0";"4";"N";"0.78";"None";"7.99";"4.38";"3.69";"2";"MOL";"0";"25";"3";"0";"0";"373.1379";"NEUTRAL";"C22H30ClN3O6S3";"CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O";"SWOUGRBFXFILIB-UHFFFAOYSA-N"
"CHEMBL572";"NITROFURANTOIN";"BERKFURIN|CEDURAN|Dantafur|FURALAN|Furadantin|GENFURA|Ivadantin|MACROBID|Macrodantin|NITROFURANTOIN|NITROFURANTOIN (MONOHYDRATE/MACROCRYSTALS)|NITROFURANTOIN ANHYDROUS|NITROFURANTOIN MACROCRYSTAL|NITROFURANTOIN MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALLINE|NITROFURANTOIN, MACROCRYSTALS|NITROFURANTOINUM ANHYDROUS|NSC-2107|NSC-44150|Nitrofurantoin";"Small molecule";"4";"238.16";"216";"3180";"0.07";"118.05";"6";"1";"0";"3";"N";"0.35";"8.23";"None";"-0.22";"-0.28";"1";"MOL";"0";"17";"9";"1";"0";"238.0338";"NEUTRAL";"C8H6N4O5";"O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1";"NXFQHRVNIOXGAQ-YCRREMRBSA-N"
"CHEMBL25856";"DIHYDREXIDINE";"(-)-DIHYDREXIDINE|DAR-0100|DAR-0100A|DAR0100A|DIHYDREXIDINE|DIHYDREXIDINE, (-)-|Rel-Dihydrexidine";"Small molecule";"2";"267.33";"44";"148";"2.65";"52.49";"3";"3";"0";"0";"Y";"0.64";"9.74";"9.01";"2.47";"1.20";"2";"MOL";"0";"20";"3";"3";"0";"267.1259";"BASE";"C17H17NO2";"Oc1cc2c(cc1O)[C@H]1c3ccccc3CN[C@@H]1CC2";"BGOQGUHWXBGXJW-RHSMWYFYSA-N"
"CHEMBL709";"ALFUZOSIN";"ALFUZOSIN|Alfuzosin|NSC-760065|Uroxatral";"Small molecule";"4";"389.46";"44";"124";"1.35";"111.83";"8";"2";"0";"8";"N";"0.65";"None";"7.30";"1.19";"0.94";"2";"MOL";"0";"28";"9";"3";"0";"389.2063";"NEUTRAL";"C19H27N5O4";"COc1cc2nc(N(C)CCCNC(=O)C3CCCO3)nc(N)c2cc1OC";"WNMJYKCGWZFFKR-UHFFFAOYSA-N"
"CHEMBL21536";"XANOMELINE";"LY-246708|LY-246708 FREE BASE|LY246708|XANOMELINE";"Small molecule";"3";"281.43";"19";"158";"3.22";"38.25";"5";"0";"0";"7";"N";"0.72";"None";"6.70";"3.77";"3.69";"1";"MOL";"0";"19";"4";"0";"0";"281.1562";"NEUTRAL";"C14H23N3OS";"CCCCCCOc1nsnc1C1=CCCN(C)C1";"JOLJIIDDOBNFHW-UHFFFAOYSA-N"
"CHEMBL85398";"THIAZOLIDINEDIONE";"THIAZOLIDINEDIONE|Thiazolidine-2,4-Dione";"Small molecule";"3";"117.13";"14";"17";"-0.03";"46.17";"3";"1";"0";"0";"Y";"0.48";"6.36";"None";"-0.28";"-1.30";"0";"MOL";"0";"7";"3";"1";"0";"116.9884";"ACID";"C3H3NO2S";"O=C1CSC(=O)N1";"ZOBPZXTWZATXDG-UHFFFAOYSA-N"
"CHEMBL70046";"SORIVUDINE";"BROVAVIR|BV-ARAU|Bravavir|SO 32,756|SO-32756|SORIVUDINE|SQ 32,756|SQ-32756|YN-72";"Small molecule";"4";"349.14";"17";"49";"-1.49";"124.78";"7";"4";"0";"3";"N";"0.53";"9.74";"None";"-1.40";"-1.40";"1";"MOL";"0";"20";"8";"4";"0";"347.9957";"NEUTRAL";"C11H13BrN2O6";"O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)cc1/C=C/Br";"GCQYYIHYQMVWLT-HQNLTJAPSA-N"
"CHEMBL264374";"BEZAFIBRATE";"BEZAFIBRATE|BEZAGEN XL|BEZALIP|BEZALIP-MONO|BEZATOL SR|BM 15.075|BM-15.075|BM-15075|FIBRAZATE XL|LIPAROL XL|NSC-758174|ZIMBACOL XL";"Small molecule";"4";"361.83";"143";"1641";"3.55";"75.63";"3";"2";"0";"7";"N";"0.79";"3.83";"None";"3.99";"0.74";"2";"MOL";"0";"25";"5";"2";"0";"361.1081";"ACID";"C19H20ClNO4";"CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O";"IIBYAHWJQTYFKB-UHFFFAOYSA-N"
"CHEMBL48449";"CANTHARIDIN";"CANTARIDINA|CANTHARIDES CAMPHOR|CANTHARIDIN|CANTHARIDINE|CANTHARIDINUM|NSC-61805";"Small molecule";"4";"196.20";"198";"452";"0.64";"52.60";"4";"0";"0";"0";"N";"0.42";"None";"None";"1.06";"1.06";"0";"MOL";"0";"14";"4";"0";"0";"196.0736";"NEUTRAL";"C10H12O4";"C[C@]12C(=O)OC(=O)[C@@]1(C)[C@@H]1CC[C@H]2O1";"DHZBEENLJMYSHQ-XCVPVQRUSA-N"
"CHEMBL1908376";"SEOCALCITOL";"CB-1089|EB-1089|SEOCALCITOL|seocalcitol";"Small molecule";"3";"454.70";"9";"43";"6.43";"60.69";"3";"3";"1";"7";"N";"0.39";"None";"None";"5.27";"5.27";"0";"MOL";"0";"33";"3";"3";"1";"454.3447";"NEUTRAL";"C30H46O3";"C=C1/C(=C\C=C2/CCC[C@@]3(C)[C@H]2CC[C@@H]3[C@H](C)/C=C/C=C/C(O)(CC)CC)C[C@@H](O)C[C@@H]1O";"LVLLALCJVJNGQQ-SEODYNFXSA-N"
"CHEMBL225411";"GW842166X";"GW 842166|GW 842166X|GW-842,166X|GW-842166|GW842166|GW842166X";"Small molecule";"2";"449.26";"14";"67";"4.70";"76.14";"5";"2";"0";"5";"N";"0.69";"10.78";"None";"4.14";"4.14";"2";"MOL";"0";"29";"6";"2";"0";"448.0681";"NEUTRAL";"C18H17Cl2F3N4O2";"O=C(NCC1CCOCC1)c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F";"TWQYWUXBZHPIIV-UHFFFAOYSA-N"
"CHEMBL686";"MEFENAMIC ACID";"CI-473|CN-35355|CONTRAFLAM|DYSMAN-250|DYSMAN-500|GARDAN|INF-3355|J2.344B|M01AG01|MEFENAMIC ACID|MEFENAMINIC ACID|MEFLAM 250|MEFLAM 500|MENDYS|MEPHENAMIC ACID|MEPHENAMINIC ACID|NSC-94437|OPUSTAN 250|OPUSTAN 500|PONSTAN|PONSTAN FTE|Ponstel";"Small molecule";"4";"241.29";"186";"2231";"3.75";"49.33";"2";"2";"0";"3";"N";"0.86";"3.89";"None";"5.40";"2.18";"2";"MOL";"0";"18";"3";"2";"0";"241.1103";"ACID";"C15H15NO2";"Cc1cccc(Nc2ccccc2C(=O)O)c1C";"HYYBABOKPJLUIN-UHFFFAOYSA-N"
"CHEMBL483";"TENOFOVIR";"Atripla|GS-1275|PMP-A|Tenofovir|Truvada";"Small molecule";"3";"287.22";"64";"563";"-0.05";"136.38";"7";"3";"0";"5";"N";"0.65";"1.35";"3.74";"-3.44";"-3.55";"2";"MOL";"0";"19";"9";"4";"0";"287.0783";"ACID";"C9H14N5O4P";"C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O";"SGOIRFVFHAKUTI-ZCFIWIBFSA-N"
"CHEMBL590";"MENADIONE";"1,4-NAPHTHALENEDIONE, 2-METHYL|Kappaxin|Kayquinone|MENADIONE|MENAPHTHENE|MENAPHTHONE|Menadione|NSC-4170|VITAMIN K 3|VITAMIN K3|Vitamin K 3";"Small molecule";"4";"172.18";"194";"505";"2.01";"34.14";"2";"0";"0";"0";"Y";"0.60";"None";"None";"1.89";"1.89";"1";"MOL";"0";"13";"2";"0";"0";"172.0524";"NEUTRAL";"C11H8O2";"CC1=CC(=O)c2ccccc2C1=O";"MJVAVZPDRWSRRC-UHFFFAOYSA-N"
"CHEMBL191413";"REPARIXIN";"DF 1681Y|DF-1681Y|DF1681Y|REPARIXIN|REPERTAXIN|Reparixin";"Small molecule";"3";"283.39";"11";"30";"2.06";"63.24";"3";"1";"0";"5";"N";"0.90";"4.00";"None";"2.52";"1.58";"1";"MOL";"0";"19";"4";"1";"0";"283.1242";"ACID";"C14H21NO3S";"CC(C)Cc1ccc([C@@H](C)C(=O)NS(C)(=O)=O)cc1";"KQDRVXQXKZXMHP-LLVKDONJSA-N"
"CHEMBL302795";"TENOXICAM";"MOBIFLEX|NSC-758397|RO 12-0068|RO 12-0068/000|RO-120068000|TENOXICAM|TILCOTIL";"Small molecule";"4";"337.38";"159";"400";"1.64";"99.60";"6";"2";"0";"2";"N";"0.87";"2.21";"4.26";"-0.12";"-1.91";"2";"MOL";"0";"22";"7";"2";"0";"337.0191";"ACID";"C13H11N3O4S2";"CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O";"LZNWYQJJBLGYLT-UHFFFAOYSA-N"
"CHEMBL71263";"VADIMEZAN";"AS-1404|ASA-404|ASA404|DMXAA|NSC-640488|VADIMEZAN";"Small molecule";"3";"282.30";"34";"122";"3.19";"67.51";"3";"1";"0";"2";"N";"0.73";"3.60";"None";"3.62";"0.28";"3";"MOL";"0";"21";"4";"1";"0";"282.0892";"ACID";"C17H14O4";"Cc1ccc2c(=O)c3cccc(CC(=O)O)c3oc2c1C";"XGOYIMQSIKSOBS-UHFFFAOYSA-N"
"CHEMBL1214185";"ROXITHROMYCIN";"NSC-758443|ROXITHROMYCIN|RU 28965|RU 965|RU-28965|RU-965|RULID|Rulide";"Small molecule";"4";"837.06";"143";"672";"2.21";"216.89";"17";"5";"2";"13";"N";"0.08";"12.45";"9.08";"3.00";"1.32";"0";"MOL";"0";"58";"17";"5";"2";"836.5246";"BASE";"C41H76N2O15";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)/C(=N\OCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O";"RXZBMPWDPOLZGW-XMRMVWPWSA-N"
"CHEMBL397420";"ACENOCOUMAROL";"ACENOCOUMARIN|ACENOCOUMAROL|MINI-SINTROM|NICOUMALONE|NSC-760052|SINTHROME";"Small molecule";"4";"353.33";"18";"55";"3.52";"110.65";"6";"1";"0";"5";"N";"0.43";"5.09";"None";"2.68";"0.49";"3";"MOL";"0";"26";"7";"1";"0";"353.0899";"ACID";"C19H15NO6";"CC(=O)CC(c1ccc([N+](=O)[O-])cc1)c1c(O)c2ccccc2oc1=O";"VABCILAOYCMVPS-UHFFFAOYSA-N"
"CHEMBL60889";"MOSAPRIDE";"MOSAPRIDE|MOSART";"Small molecule";"3";"421.90";"118";"824";"3.09";"76.82";"5";"2";"0";"7";"N";"0.67";"None";"5.98";"2.75";"2.73";"2";"MOL";"0";"29";"6";"3";"0";"421.1568";"NEUTRAL";"C21H25ClFN3O3";"CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1";"YPELFRMCRYSPKZ-UHFFFAOYSA-N"
"CHEMBL36342";"OCTENIDINE HYDROCHLORIDE";"LAS-189962|LAS189962|OCTENIDINE DIHYDROCHLORIDE|OCTENIDINE HCL|OCTENIDINE HYDROCHLORIDE|Octenidine|SENSIDIN DO|WIN 41464-2|WIN-41464-2";"Small molecule";"2";"623.84";"17";"59";"9.63";"34.58";"4";"0";"2";"25";"N";"0.11";"None";"10.89";"11.06";"5.09";"2";"MOL";"0";"40";"4";"0";"2";"550.4974";"BASE";"C36H64Cl2N4";"CCCCCCCCN=c1ccn(CCCCCCCCCCn2ccc(=NCCCCCCCC)cc2)cc1.Cl.Cl";"SMGTYJPMKXNQFY-UHFFFAOYSA-N"
"CHEMBL55643";"COPPER";"BRONZE POWDER|C.I. 77400|C.I. PIGMENT METAL|CI 77400|COPPER|COPPER POWDER|COPPER, ELEMENTAL|COPPER, METALLIC|CU-7|CUPRUM METALLICUM|PARAGARD T 380A|TATUM-T";"Small molecule";"4";"63.55";"3";"13";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"NONE";"1";"None";"None";"None";"None";"62.9285";"None";"Cu+2";"";""
"CHEMBL214268";"PHA-543613";"J3.179.420J|PHA-00543613|PHA-543,613|PHA-543613";"Small molecule";"1";"271.32";"96";"145";"1.65";"58.37";"4";"1";"0";"2";"N";"0.90";"None";"7.67";"0.75";"0.29";"2";"MOL";"0";"20";"5";"1";"0";"271.1321";"NEUTRAL";"C15H17N3O2";"O=C(N[C@H]1CN2CCC1CC2)c1cc2ccoc2cn1";"IPKZCLGGYKRDES-ZDUSSCGKSA-N"
"CHEMBL3301625";"SPEBRUTINIB";"AVL-292|BTK INHIBITOR CC-292|CC-292|SPEBRUTINIB";"Small molecule";"2";"423.45";"42";"121";"4.25";"97.40";"7";"3";"0";"10";"N";"0.33";"13.88";"2.18";"4.13";"4.13";"3";"MOL";"0";"31";"8";"3";"0";"423.1707";"NEUTRAL";"C22H22FN5O3";"C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(OCCOC)cc3)ncc2F)c1";"KXBDTLQSDKGAEB-UHFFFAOYSA-N"
"CHEMBL1257051";"TEDIZOLID";"SIVEXTRO|TEDIZOLID|TOREZOLID|TR-700|Torezolid";"Small molecule";"4";"370.34";"33";"338";"1.40";"106.26";"8";"1";"0";"4";"N";"0.74";"None";"None";"2.12";"2.12";"3";"MOL";"0";"27";"9";"1";"0";"370.1190";"NEUTRAL";"C17H15FN6O3";"Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](CO)OC4=O)cc3F)cn2)n1";"XFALPSLJIHVRKE-GFCCVEGCSA-N"
"CHEMBL3989698";"TRANYLCYPROMINE SULFATE";"NSC-757342|PARNATE|PARSTELIN|Pamate|TRANYLCYPROMINE SULFATE|TRANYLCYPROMINE SULPHATE";"Small molecule";"4";"364.47";"2";"2";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"266.1783";"None";"C18H24N2O4S";"N[C@@H]1C[C@H]1c1ccccc1.N[C@H]1C[C@@H]1c1ccccc1.O=S(=O)(O)O";"BKPRVQDIOGQWTG-ICOOEGOYSA-N"
"CHEMBL405821";"SENICAPOC";"ICA-17043|PF-05416266|SENICAPOC|Senicapoc";"Small molecule";"3";"323.34";"18";"35";"3.78";"43.09";"1";"1";"0";"4";"N";"0.73";"None";"None";"4.46";"4.46";"3";"MOL";"0";"24";"2";"2";"0";"323.1122";"NEUTRAL";"C20H15F2NO";"NC(=O)C(c1ccccc1)(c1ccc(F)cc1)c1ccc(F)cc1";"SCTZUZTYRMOMKT-UHFFFAOYSA-N"
"CHEMBL304383";"SARCOSINE";"Methylamino-Acetic Acid|SARCOSINE";"Small molecule";"2";"89.09";"11";"20";"-0.71";"49.33";"2";"2";"0";"2";"Y";"0.47";"2.06";"10.35";"-3.19";"-3.19";"0";"MOL";"0";"6";"3";"2";"0";"89.0477";"ZWITTERION";"C3H7NO2";"CNCC(=O)O";"FSYKKLYZXJSNPZ-UHFFFAOYSA-N"
"CHEMBL560993";"OC000459";"OC-000459|OC-459|OC000459|OC459|TIMAPIPRANT";"Small molecule";"2";"348.38";"14";"35";"4.31";"55.12";"3";"1";"0";"4";"N";"0.60";"4.45";"3.84";"3.64";"1.17";"4";"MOL";"0";"26";"4";"1";"0";"348.1274";"ACID";"C21H17FN2O2";"Cc1c(Cc2ccc3ccccc3n2)c2cc(F)ccc2n1CC(=O)O";"FATGTHLOZSXOBC-UHFFFAOYSA-N"
"CHEMBL3707348";"ACALABRUTINIB";"ACALABRUTINIB|ACP-196|CALQUENCE";"Small molecule";"4";"465.52";"27";"110";"3.31";"118.51";"7";"2";"0";"4";"N";"0.45";"None";"4.63";"2.56";"2.56";"4";"MOL";"0";"35";"9";"3";"0";"465.1913";"NEUTRAL";"C26H23N7O2";"CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12";"WDENQIQQYWYTPO-IBGZPJMESA-N"
"CHEMBL857";"BIOTIN";"BIOTIN|Bioepiderm|Biotin|Biotin 100|D-BIOTIN|MD-1003|NSC-63865|RITATIN|Vitamin H";"Small molecule";"4";"244.32";"26";"57";"0.80";"78.43";"3";"3";"0";"5";"N";"0.49";"4.40";"None";"0.32";"-2.57";"0";"MOL";"0";"16";"5";"3";"0";"244.0882";"ACID";"C10H16N2O3S";"O=C(O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12";"YBJHBAHKTGYVGT-ZKWXMUAHSA-N"
"CHEMBL576";"SUCCINIC ACID";"AMBER ACID|DIHYDROFUMARIC ACID|E363|FEMA NO. 4719|NSC-106449|SUCCINIC ACID|SUCCINICUM ACIDUM";"Small molecule";"3";"118.09";"21";"43";"-0.06";"74.60";"2";"2";"0";"3";"N";"0.54";"3.55";"None";"-0.40";"-5.47";"0";"MOL";"0";"8";"4";"2";"0";"118.0266";"ACID";"C4H6O4";"O=C(O)CCC(=O)O";"KDYFGRWQOYBRFD-UHFFFAOYSA-N"
"CHEMBL1231700";"CITICOLINE";"Cytidine-5'-Diphosphocholine";"Small molecule";"3";"488.33";"6";"8";"-2.23";"215.72";"13";"4";"1";"10";"N";"0.20";"1.84";"None";"-7.11";"-7.45";"1";"MOL";"0";"31";"15";"5";"1";"488.1073";"ACID";"C14H26N4O11P2";"C[N+](C)(C)CCOP(=O)(O)OP(=O)([O-])OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O";"RZZPDXZPRHQOCG-OJAKKHQRSA-N"
"CHEMBL1985928";"METHOXYPHENAMINE HYDROCHLORIDE";"METHOXYPHENAMINE HCL|METHOXYPHENAMINE HYDROCHLORIDE|NSC-65644|ORTHOXINE";"Small molecule";"4";"215.72";"59";"59";"1.85";"21.26";"2";"1";"0";"4";"N";"0.76";"None";"10.04";"2.08";"-0.47";"1";"MOL";"0";"13";"2";"1";"0";"179.1310";"BASE";"C11H18ClNO";"CNC(C)Cc1ccccc1OC.Cl";"FGSJNNQVSUVTPW-UHFFFAOYSA-N"
"CHEMBL1905073";"CHLORSULFAQUINOXALINE";"CHLOROQUINOXALINE SULFONAMIDE|CHLORSULFAQUINOXALINE|NSC-339004";"Small molecule";"2";"334.79";"80";"81";"2.67";"97.97";"5";"2";"0";"3";"N";"0.72";"6.64";"2.12";"2.16";"1.55";"3";"MOL";"0";"22";"6";"3";"0";"334.0291";"NEUTRAL";"C14H11ClN4O2S";"Nc1ccc(S(=O)(=O)Nc2cnc3c(Cl)cccc3n2)cc1";"CTSNHMQGVWXIEG-UHFFFAOYSA-N"
"CHEMBL2110679";"IOMAZENIL";"IOMAZENIL|RO 16-0154|RO-16-0154|RO16-0154";"Small molecule";"2";"411.20";"1";"8";"2.24";"64.43";"5";"0";"0";"2";"N";"0.56";"None";"2.86";"2.18";"2.18";"2";"MOL";"0";"22";"6";"0";"0";"411.0080";"NEUTRAL";"C15H14IN3O3";"CCOC(=O)c1ncn2c1CN(C)C(=O)c1c(I)cccc1-2";"FRIZVHMAECRUBR-UHFFFAOYSA-N"
"CHEMBL3623290";"AZD-3759";"AZD 3759|AZD-3759|AZD3759|ZORIFERTINIB";"Small molecule";"2";"459.91";"42";"105";"4.31";"79.82";"7";"1";"0";"4";"N";"0.62";"13.81";"7.10";"4.03";"3.86";"3";"MOL";"0";"32";"8";"1";"0";"459.1473";"NEUTRAL";"C22H23ClFN5O3";"COc1cc2ncnc(Nc3cccc(Cl)c3F)c2cc1OC(=O)N1CCN(C)C[C@H]1C";"MXDSJQHFFDGFDK-CYBMUJFWSA-N"
"CHEMBL1200795";"CLEMASTINE FUMARATE";"CLEMASTINE FUMARATE|CLEMASTINE HYDROGEN FUMARATE|TAVEGIL|TAVIST-1|Tavist";"Small molecule";"4";"459.97";"23";"1114";"5.10";"12.47";"2";"0";"1";"6";"N";"0.72";"None";"9.55";"4.92";"2.79";"2";"MOL";"0";"24";"2";"0";"1";"343.1703";"BASE";"C25H30ClNO5";"CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O";"PMGQWSIVQFOFOQ-YKVZVUFRSA-N"
"CHEMBL353972";"ATIPAMEZOLE";"4-(2-ETHYL-2-INDANYL)IMIDAZOLE.|ATIPAMEZOLE|Antisedan|MPV-1248";"Small molecule";"1";"212.30";"13";"30";"2.86";"28.68";"1";"1";"0";"2";"Y";"0.81";"13.33";"7.20";"2.95";"2.80";"2";"MOL";"0";"16";"2";"1";"0";"212.1313";"NEUTRAL";"C14H16N2";"CCC1(c2cnc[nH]2)Cc2ccccc2C1";"HSWPZIDYAHLZDD-UHFFFAOYSA-N"
"CHEMBL3215298";"ABAMECTIN";"ABAMECTIN|AGRI-MEK|AVERMECTIN B1|AVOMEC|BOVITIN|DORATECT|DUOMECTIN|DUOTIN|Endecto|Enzec|Enzek|MK-0936|MK-936|NSC-758202|Parafoil|Vertimil|Zectin";"Unknown";"3";"1732.15";"134";"818";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1730.9688";"None";"C95H142O28";"CC[C@H](C)[C@H]1O[C@]2(C=C[C@@H]1C)C[C@@H]1C[C@@H](C/C=C(\C)[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)/C=C/C=C3\CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2.CO[C@H]1C[C@H](O[C@H]2[C@H](C)O[C@@H](O[C@@H]3/C(C)=C/C[C@@H]4C[C@@H](C[C@]5(C=C[C@H](C)[C@@H](C(C)C)O5)O4)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OC/C(=C\C=C\[C@@H]3C)[C@@]45O)C[C@@H]2OC)O[C@@H](C)[C@@H]1O";"IBSREHMXUMOFBB-JFUDTMANSA-N"
"CHEMBL1770";"LEVAMISOLE HYDROCHLORIDE";"ASCARIDIL|Ergamisol|KETRAX|L-NARPENOL|LEVAMISOLE HCL|LEVAMISOLE HYDROCHLORIDE|LEVAMISOLI HYDROCHLORIDUM|NSC-177023|R 12,564|R 12654|R-12564|SOLASKIL|SPARTAKON L|TETRAMISOLE HYDROCHLORIDE, (S)-";"Small molecule";"4";"240.76";"70";"103";"2.15";"15.60";"3";"0";"0";"1";"Y";"0.70";"None";"6.98";"2.36";"2.22";"1";"MOL";"0";"14";"2";"0";"0";"204.0721";"NEUTRAL";"C11H13ClN2S";"Cl.c1ccc([C@H]2CN3CCSC3=N2)cc1";"LAZPBGZRMVRFKY-HNCPQSOCSA-N"
"CHEMBL429317";"AVL-3288";"AVL-3288|Anvylic-3288|CCMI|UCI-4083|XY-4083";"Small molecule";"1";"388.25";"12";"34";"5.38";"67.16";"4";"2";"1";"5";"N";"0.58";"13.34";"0.57";"4.10";"4.10";"3";"MOL";"0";"26";"5";"2";"1";"387.0541";"NEUTRAL";"C19H15Cl2N3O2";"Cc1cc(/C(=C/Nc2ccc(Cl)cc2)C(=O)Nc2ccc(Cl)cc2)on1";"VMAKIACTLSBBIY-BOPFTXTBSA-N"
"CHEMBL1200833";"DIPIVEFRIN HYDROCHLORIDE";"Akpro|DIPIVEFRIN HCL|DIPIVEFRIN HYDROCHLORIDE|DIPIVEFRINE HYDROCHLORIDE|Propine";"Small molecule";"4";"387.90";"10";"17";"2.84";"84.86";"6";"2";"0";"5";"N";"0.63";"None";"9.33";"3.71";"1.80";"1";"MOL";"0";"25";"6";"2";"0";"351.2046";"BASE";"C19H30ClNO5";"CNCC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1.Cl";"VKFAUCPBMAGVRG-UHFFFAOYSA-N"
"CHEMBL1201724";"POVIDONE-IODINE";"BETADINE VC KIT|BETASEPT|Betadine|CODELLA|E-Z PREP|E-Z PREP 220|E-Z SCRUB 201|E-Z SCRUB 241|E-z Scrub|NSC-26245|POVIDONE IODINE|POVIDONE-IODINE|PVP-IODINE";"Unknown";"4";"";"2";"19";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL915";"NEDOCROMIL SODIUM";"ALOCRIL|FPL 59002KP|FPL-59002KP|NEDOCROMIL DISODIUM SALT|NEDOCROMIL SODIUM|RAPITIL|TAYLED|TILARIN|Tilade";"Small molecule";"4";"415.31";"4";"24";"2.48";"126.81";"6";"2";"0";"5";"N";"0.66";"2.06";"None";"2.50";"-4.52";"3";"MOL";"0";"27";"8";"2";"0";"371.1005";"ACID";"C19H15NNa2O7";"CCCc1c2oc(C(=O)[O-])cc(=O)c2cc2c(=O)cc(C(=O)[O-])n(CC)c12.[Na+].[Na+]";"JQEKDNLKIVGXAU-UHFFFAOYSA-L"
"CHEMBL1972860";"ELESCLOMOL";"ELESCLOMOL|GSK-842879|GSK-842879A|STA-4783";"Small molecule";"3";"400.53";"596";"686";"2.05";"64.68";"4";"2";"0";"4";"N";"0.47";"10.90";"None";"2.81";"2.81";"2";"MOL";"0";"27";"6";"2";"0";"400.1028";"NEUTRAL";"C19H20N4O2S2";"CN(NC(=O)CC(=O)NN(C)C(=S)c1ccccc1)C(=S)c1ccccc1";"BKJIXTWSNXCKJH-UHFFFAOYSA-N"
